species,age,weight,temperature,heartRate,respiratoryRate,skinRedness,itching,hairLoss,vomiting,diarrhea,appetiteLevel,waterIntakeLevel,activityLevel,symptomDurationDays,abnormalProbability,riskGrade,primaryRiskFactor
CAT,7,5.2,38.7,149,28,True,False,False,True,False,NORMAL,NORMAL,NORMAL,1,0.35,WATCH,"구토, 피부 징후"
CAT,12,7.1,39.5,203,27,False,False,False,False,False,NONE,DECREASED,LOW,5,0.35,WATCH,"식욕 절폐, 활동량 저하"
DOG,2,12.2,40.2,170,39,False,False,True,True,False,NONE,DECREASED,LOW,5,1.0,DANGER,"고열, 빈맥"
CAT,5,2.8,39.4,204,37,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.01,NORMAL,이상 없음(정상)
CAT,6,7.8,40.6,280,34,False,True,True,False,True,DECREASED,DECREASED,HIGH,4,1.0,DANGER,"고열, 빈맥"
DOG,15,7.8,39.4,143,26,False,False,False,False,False,DECREASED,DECREASED,NORMAL,2,0.32,WATCH,"미열, 식욕 감소"
DOG,2,8.0,37.8,114,31,False,False,False,False,False,DECREASED,NORMAL,NORMAL,1,0.15,NORMAL,이상 없음(정상)
DOG,11,19.2,39.5,106,26,False,False,False,True,False,NORMAL,DECREASED,NORMAL,6,0.42,WATCH,"미열, 구토"
CAT,13,3.4,39.6,210,23,False,False,False,False,True,DECREASED,DECREASED,NORMAL,2,0.39,WATCH,"미열, 설사"
CAT,13,4.2,38.5,183,23,True,False,False,False,False,NORMAL,NORMAL,NORMAL,6,0.13,NORMAL,이상 없음(정상)
DOG,12,4.9,40.1,147,51,True,True,False,True,False,DECREASED,DECREASED,NORMAL,3,1.0,DANGER,"고열, 호흡 급증"
CAT,9,7.2,39.9,220,30,False,False,True,False,False,NORMAL,NORMAL,LOW,1,0.4,WATCH,"미열, 피부 징후"
CAT,13,6.5,37.4,181,19,True,False,False,False,False,INCREASED,NORMAL,HIGH,7,0.24,NORMAL,이상 없음(정상)
DOG,6,28.2,39.3,68,25,True,False,False,False,False,NORMAL,NORMAL,LOW,3,0.42,WATCH,"미열, 피부 징후"
DOG,1,18.2,40.0,203,60,True,False,True,True,True,NONE,DECREASED,LOW,1,1.0,DANGER,"고열, 빈맥"
CAT,1,4.7,39.1,183,19,False,False,False,False,True,NORMAL,NORMAL,LOW,2,0.19,NORMAL,이상 없음(정상)
CAT,4,3.7,41.4,238,48,True,True,False,True,True,DECREASED,NORMAL,LOW,4,1.0,DANGER,"고열, 호흡 급증"
DOG,14,7.6,39.5,180,37,True,True,False,False,True,NORMAL,NORMAL,LOW,6,0.73,CAUTION,"미열, 빈맥"
DOG,4,11.5,38.1,55,17,True,False,False,False,False,NORMAL,NORMAL,LOW,1,0.17,NORMAL,이상 없음(정상)
CAT,11,3.6,39.2,255,29,False,False,False,False,False,DECREASED,INCREASED,NORMAL,4,0.33,WATCH,"빈맥, 식욕 감소"
CAT,9,4.7,39.0,181,38,True,False,False,True,False,NORMAL,DECREASED,LOW,5,0.44,WATCH,"구토, 피부 징후"
CAT,2,2.4,39.2,255,20,False,False,True,False,True,NORMAL,NORMAL,HIGH,7,0.46,WATCH,"빈맥, 설사"
DOG,3,18.7,39.3,85,25,True,False,False,False,False,NORMAL,NORMAL,NORMAL,3,0.4,WATCH,"미열, 피부 징후"
DOG,13,20.6,39.4,125,58,False,False,False,False,False,NORMAL,NORMAL,LOW,1,0.54,CAUTION,"미열, 호흡 급증"
DOG,14,11.5,39.6,176,51,True,False,True,False,True,DECREASED,DECREASED,LOW,2,1.0,DANGER,"미열, 빈맥"
CAT,5,6.8,40.2,251,22,False,False,True,False,False,DECREASED,DECREASED,NORMAL,2,0.64,CAUTION,"미열, 빈맥"
CAT,11,7.5,38.7,210,15,False,False,False,False,False,NORMAL,INCREASED,LOW,1,0.17,NORMAL,이상 없음(정상)
CAT,11,5.5,38.9,180,17,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.1,NORMAL,이상 없음(정상)
DOG,5,25.3,40.3,167,60,False,False,False,True,True,NONE,NORMAL,LOW,7,1.0,DANGER,"고열, 빈맥"
DOG,13,27.3,39.8,130,41,True,True,False,True,True,NORMAL,NORMAL,LOW,6,1.0,DANGER,"미열, 호흡 급증"
DOG,10,20.1,39.7,114,30,False,True,False,False,True,NORMAL,NORMAL,NORMAL,2,0.47,WATCH,"미열, 설사"
DOG,11,22.1,38.6,121,23,False,False,False,False,False,DECREASED,NORMAL,LOW,6,0.3,WATCH,"식욕 감소, 활동량 저하"
DOG,13,18.1,39.5,134,38,False,True,False,True,False,DECREASED,NORMAL,NORMAL,5,0.69,CAUTION,"미열, 구토"
CAT,14,6.4,39.4,222,36,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.03,NORMAL,이상 없음(정상)
DOG,13,23.0,39.0,123,26,False,False,True,True,False,DECREASED,DECREASED,LOW,7,0.59,CAUTION,"구토, 피부 징후"
CAT,8,2.5,38.4,162,19,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.1,NORMAL,이상 없음(정상)
CAT,2,2.6,39.4,268,38,False,False,False,True,True,DECREASED,DECREASED,LOW,1,0.61,CAUTION,"빈맥, 소화기 이상(구토 및 설사)"
DOG,10,21.9,39.0,84,22,True,False,False,False,False,NORMAL,NORMAL,NORMAL,7,0.17,NORMAL,이상 없음(정상)
CAT,11,2.9,41.0,239,68,False,False,True,False,True,DECREASED,DECREASED,LOW,3,1.0,DANGER,"고열, 호흡 급증"
CAT,11,7.1,38.5,109,27,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,1,3.4,38.5,171,29,False,True,False,False,True,NORMAL,NORMAL,LOW,1,0.32,WATCH,"설사, 피부 징후"
CAT,4,5.3,38.4,185,24,False,False,False,True,False,DECREASED,INCREASED,NORMAL,2,0.45,WATCH,"구토, 식욕 감소"
CAT,8,7.2,40.9,237,35,True,True,False,False,False,NONE,DECREASED,LOW,5,0.89,DANGER,"고열, 피부 징후"
DOG,9,10.2,38.2,134,20,False,True,False,True,True,NORMAL,NORMAL,NORMAL,2,0.42,WATCH,"소화기 이상(구토 및 설사), 피부 징후"
CAT,12,5.7,39.4,256,28,False,False,False,True,False,DECREASED,NORMAL,NORMAL,2,0.53,CAUTION,"빈맥, 구토"
DOG,11,3.0,39.8,172,27,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.36,WATCH,"미열, 빈맥"
DOG,15,8.6,38.1,140,25,False,True,False,False,True,DECREASED,DECREASED,LOW,7,0.41,WATCH,"설사, 피부 징후"
DOG,2,28.9,40.9,168,53,False,True,False,True,True,DECREASED,DECREASED,LOW,7,1.0,DANGER,"고열, 빈맥"
DOG,2,29.8,40.4,145,46,False,True,False,False,False,DECREASED,NORMAL,LOW,6,1.0,DANGER,"고열, 호흡 급증"
CAT,6,3.2,38.9,118,20,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,13,8.2,39.0,158,51,True,False,False,False,True,NORMAL,DECREASED,LOW,0,0.73,CAUTION,"호흡 급증, 설사"
DOG,14,11.8,39.9,166,46,False,True,False,True,False,DECREASED,DECREASED,LOW,5,1.0,DANGER,"미열, 빈맥"
DOG,10,3.2,38.7,157,24,False,False,False,True,False,NORMAL,DECREASED,LOW,6,0.32,WATCH,"구토, 활동량 저하"
CAT,13,7.2,40.2,220,56,False,False,False,False,True,DECREASED,INCREASED,NORMAL,1,0.66,CAUTION,"미열, 호흡 급증"
CAT,3,6.3,38.6,182,30,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,11,2.2,39.7,268,29,True,False,True,True,True,NORMAL,NORMAL,HIGH,0,0.7,CAUTION,"미열, 빈맥"
DOG,7,19.0,38.8,99,14,False,False,False,True,False,NORMAL,INCREASED,NORMAL,2,0.19,NORMAL,이상 없음(정상)
CAT,15,2.4,40.9,253,47,True,True,False,True,True,DECREASED,DECREASED,LOW,2,1.0,DANGER,"고열, 빈맥"
DOG,8,14.7,39.0,168,34,True,True,False,False,True,DECREASED,DECREASED,LOW,3,0.73,CAUTION,"빈맥, 설사"
DOG,8,23.3,39.4,83,13,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.14,NORMAL,이상 없음(정상)
DOG,6,8.1,38.7,107,23,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,7,22.0,40.1,176,56,False,True,False,True,True,NONE,DECREASED,NORMAL,7,1.0,DANGER,"고열, 빈맥"
DOG,2,27.2,38.7,97,29,False,False,False,False,False,NORMAL,NORMAL,LOW,7,0.03,NORMAL,이상 없음(정상)
DOG,13,13.7,39.4,127,23,False,False,False,False,True,NORMAL,NORMAL,NORMAL,1,0.45,WATCH,"미열, 설사"
DOG,13,23.6,39.7,125,23,True,True,False,False,False,DECREASED,DECREASED,LOW,5,0.54,CAUTION,"미열, 피부 징후"
DOG,9,17.1,38.1,113,29,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,1,4.6,39.1,185,35,False,True,False,True,False,NORMAL,DECREASED,LOW,1,0.63,CAUTION,"빈맥, 구토"
CAT,3,5.4,38.6,228,36,False,False,False,False,True,NORMAL,NORMAL,LOW,7,0.33,WATCH,"설사, 활동량 저하"
CAT,12,7.1,38.9,159,37,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.01,NORMAL,이상 없음(정상)
DOG,5,2.7,39.4,141,12,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.36,WATCH,"미열, 피부 징후"
DOG,10,2.6,38.2,94,27,True,True,True,False,True,NORMAL,DECREASED,NORMAL,3,0.39,WATCH,"설사, 피부 징후"
DOG,2,13.4,39.8,166,39,False,False,False,False,True,DECREASED,INCREASED,LOW,5,0.67,CAUTION,"미열, 빈맥"
CAT,13,7.9,39.7,192,11,False,False,False,False,False,DECREASED,NORMAL,NORMAL,7,0.2,NORMAL,이상 없음(정상)
CAT,5,7.5,41.6,264,45,True,True,True,False,False,NORMAL,DECREASED,LOW,0,1.0,DANGER,"고열, 빈맥"
CAT,11,5.1,39.3,164,20,True,False,False,False,False,NORMAL,NORMAL,NORMAL,2,0.11,NORMAL,이상 없음(정상)
DOG,4,19.5,38.9,126,36,True,True,False,False,False,NORMAL,DECREASED,LOW,4,0.45,WATCH,"피부 징후, 활동량 저하"
CAT,3,7.0,39.3,244,49,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.74,CAUTION,"빈맥, 호흡 급증"
CAT,14,3.1,38.8,186,21,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.05,NORMAL,이상 없음(정상)
CAT,9,5.9,39.0,260,31,True,True,False,True,False,NORMAL,DECREASED,NORMAL,7,0.52,CAUTION,"빈맥, 구토"
DOG,11,22.6,39.5,209,46,True,False,True,True,True,DECREASED,DECREASED,LOW,1,1.0,DANGER,"미열, 빈맥"
CAT,5,4.7,39.0,217,28,False,False,False,False,False,NORMAL,NORMAL,HIGH,4,0.06,NORMAL,이상 없음(정상)
CAT,3,3.7,40.8,272,45,True,True,True,False,True,NONE,DECREASED,LOW,4,1.0,DANGER,"고열, 빈맥"
CAT,7,6.7,38.7,197,32,False,False,False,False,False,NORMAL,NORMAL,HIGH,5,0.0,NORMAL,이상 없음(정상)
DOG,7,19.0,39.0,142,34,False,False,False,True,False,INCREASED,NORMAL,NORMAL,2,0.34,WATCH,구토
DOG,14,25.2,39.8,141,57,True,False,True,True,True,NONE,DECREASED,LOW,5,1.0,DANGER,"미열, 호흡 급증"
CAT,2,2.6,39.0,241,24,True,False,False,False,False,DECREASED,NORMAL,HIGH,7,0.42,WATCH,"빈맥, 피부 징후"
CAT,11,5.5,39.1,194,32,True,True,False,False,False,NONE,INCREASED,NORMAL,2,0.33,WATCH,"피부 징후, 식욕 절폐"
CAT,10,7.8,38.6,175,33,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,2,7.2,38.7,237,29,False,False,False,True,False,NORMAL,NORMAL,LOW,1,0.32,WATCH,"구토, 활동량 저하"
DOG,6,8.3,40.2,170,40,True,True,True,True,True,DECREASED,DECREASED,NORMAL,1,1.0,DANGER,"고열, 빈맥"
DOG,3,19.1,38.3,77,15,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.01,NORMAL,이상 없음(정상)
DOG,5,4.5,39.4,167,13,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.32,WATCH,"미열, 빈맥"
DOG,7,5.5,38.6,114,21,True,False,False,False,False,NORMAL,NORMAL,NORMAL,1,0.08,NORMAL,이상 없음(정상)
DOG,2,8.0,39.8,219,68,False,True,False,True,True,NONE,DECREASED,LOW,2,1.0,DANGER,"미열, 빈맥"
DOG,6,7.5,40.5,144,69,False,True,True,False,True,NONE,DECREASED,LOW,6,1.0,DANGER,"고열, 호흡 급증"
DOG,13,13.2,39.5,169,34,True,False,False,False,False,NORMAL,NORMAL,LOW,2,0.5,CAUTION,"미열, 빈맥"
CAT,11,7.5,40.4,285,48,False,False,True,True,False,DECREASED,DECREASED,LOW,5,1.0,DANGER,"미열, 빈맥"
DOG,8,21.7,39.1,102,35,False,False,False,True,True,DECREASED,NORMAL,HIGH,7,0.46,WATCH,"소화기 이상(구토 및 설사), 식욕 감소"
DOG,8,25.3,39.2,133,47,False,True,False,False,True,NORMAL,DECREASED,LOW,4,0.59,CAUTION,"호흡 급증, 설사"
CAT,6,2.7,38.9,184,15,False,False,False,False,False,INCREASED,NORMAL,NORMAL,2,0.03,NORMAL,이상 없음(정상)
CAT,8,2.4,40.7,272,44,False,True,True,True,False,NORMAL,DECREASED,LOW,0,1.0,DANGER,"고열, 빈맥"
DOG,7,24.3,37.6,128,21,True,False,False,False,False,NORMAL,NORMAL,NORMAL,3,0.13,NORMAL,이상 없음(정상)
DOG,14,4.5,40.1,105,22,False,False,False,False,True,DECREASED,NORMAL,NORMAL,3,0.61,CAUTION,"고열, 설사"
CAT,3,6.9,40.2,274,24,False,False,False,True,False,NORMAL,DECREASED,LOW,2,0.69,CAUTION,"미열, 빈맥"
DOG,9,12.0,38.3,87,38,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.03,NORMAL,이상 없음(정상)
DOG,5,22.1,39.4,122,29,False,False,False,False,False,NONE,INCREASED,NORMAL,0,0.44,WATCH,"미열, 식욕 절폐"
DOG,3,6.3,39.3,155,24,True,False,False,False,False,DECREASED,DECREASED,HIGH,0,0.38,WATCH,"미열, 피부 징후"
CAT,13,2.6,40.1,254,54,True,True,False,True,True,NONE,DECREASED,NORMAL,0,1.0,DANGER,"미열, 빈맥"
DOG,9,9.9,40.6,130,52,False,True,False,True,True,NONE,NORMAL,LOW,1,1.0,DANGER,"고열, 호흡 급증"
DOG,11,5.9,40.5,130,46,True,False,False,True,False,DECREASED,DECREASED,LOW,2,1.0,DANGER,"고열, 호흡 급증"
CAT,1,4.4,38.5,179,20,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.15,NORMAL,이상 없음(정상)
DOG,9,3.8,38.4,97,16,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.02,NORMAL,이상 없음(정상)
DOG,8,9.0,39.0,162,34,False,False,False,False,False,DECREASED,NORMAL,LOW,2,0.4,WATCH,"빈맥, 식욕 감소"
CAT,5,3.7,39.4,188,25,False,False,False,True,False,NORMAL,NORMAL,LOW,0,0.3,WATCH,"구토, 활동량 저하"
CAT,10,6.3,39.1,155,29,False,False,False,False,False,INCREASED,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,11,2.3,39.1,186,23,False,False,False,True,True,DECREASED,NORMAL,NORMAL,3,0.45,WATCH,"소화기 이상(구토 및 설사), 식욕 감소"
DOG,4,21.6,37.3,121,32,False,False,False,False,False,NORMAL,NORMAL,LOW,4,0.16,NORMAL,이상 없음(정상)
CAT,9,3.0,38.7,223,19,False,False,False,False,False,INCREASED,INCREASED,NORMAL,7,0.12,NORMAL,이상 없음(정상)
CAT,2,3.9,39.8,281,45,True,False,False,True,False,NONE,DECREASED,LOW,4,1.0,DANGER,"미열, 빈맥"
CAT,1,3.4,37.9,136,23,False,False,False,True,False,INCREASED,NORMAL,NORMAL,3,0.23,NORMAL,이상 없음(정상)
DOG,9,22.7,40.4,183,41,False,False,True,True,False,NONE,DECREASED,LOW,6,1.0,DANGER,"고열, 빈맥"
CAT,10,7.4,39.1,275,23,False,False,False,False,True,NONE,NORMAL,NORMAL,3,0.54,CAUTION,"빈맥, 설사"
CAT,12,4.2,40.4,167,22,False,False,True,False,False,NONE,NORMAL,LOW,2,0.74,CAUTION,"미열, 피부 징후"
DOG,9,5.5,40.3,159,51,False,False,True,True,False,DECREASED,NORMAL,LOW,3,1.0,DANGER,"고열, 호흡 급증"
DOG,6,21.7,39.0,130,33,False,False,False,True,False,NORMAL,NORMAL,LOW,4,0.3,WATCH,"구토, 활동량 저하"
CAT,5,6.2,38.4,138,33,False,False,False,False,False,DECREASED,NORMAL,NORMAL,0,0.08,NORMAL,이상 없음(정상)
DOG,9,16.2,38.8,100,32,False,False,False,False,False,NORMAL,NORMAL,LOW,3,0.12,NORMAL,이상 없음(정상)
CAT,11,6.0,40.5,248,54,False,True,False,True,True,DECREASED,DECREASED,LOW,0,1.0,DANGER,"고열, 빈맥"
DOG,4,29.5,40.7,230,34,False,False,True,True,False,NONE,NORMAL,NORMAL,4,1.0,DANGER,"고열, 빈맥"
CAT,3,7.7,40.0,215,46,True,False,True,False,False,DECREASED,DECREASED,LOW,4,0.73,CAUTION,"미열, 호흡 급증"
CAT,8,4.4,38.6,116,22,True,True,False,False,False,NORMAL,NORMAL,NORMAL,7,0.04,NORMAL,이상 없음(정상)
CAT,5,4.4,40.7,239,38,False,True,False,True,True,DECREASED,DECREASED,LOW,1,1.0,DANGER,"고열, 소화기 이상(구토 및 설사)"
DOG,11,14.7,39.1,190,35,False,True,False,False,False,NONE,INCREASED,NORMAL,5,0.51,CAUTION,"빈맥, 피부 징후"
CAT,2,2.0,38.7,167,42,False,False,False,False,False,INCREASED,NORMAL,NORMAL,4,0.13,NORMAL,이상 없음(정상)
CAT,9,3.2,38.7,179,20,True,True,False,False,True,NORMAL,INCREASED,NORMAL,1,0.43,WATCH,"설사, 피부 징후"
DOG,8,24.5,39.8,163,22,False,False,False,True,False,NORMAL,NORMAL,NORMAL,4,0.37,WATCH,"미열, 빈맥"
DOG,3,6.0,38.5,109,25,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,8,5.2,38.3,176,23,False,False,False,False,False,NORMAL,NORMAL,HIGH,0,0.01,NORMAL,이상 없음(정상)
DOG,3,25.8,38.5,156,26,False,False,False,True,False,NORMAL,NORMAL,NORMAL,1,0.18,NORMAL,이상 없음(정상)
CAT,5,2.4,39.5,183,18,False,True,False,True,False,NORMAL,NORMAL,HIGH,1,0.38,WATCH,"구토, 피부 징후"
CAT,11,5.9,40.1,300,41,True,False,False,True,False,NONE,DECREASED,LOW,3,1.0,DANGER,"미열, 빈맥"
DOG,14,22.4,37.0,73,29,False,False,False,False,False,NORMAL,INCREASED,HIGH,3,0.16,NORMAL,이상 없음(정상)
DOG,10,4.3,37.9,101,26,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,8,24.9,39.8,154,42,False,False,False,False,False,NONE,DECREASED,NORMAL,7,0.73,CAUTION,"미열, 호흡 급증"
CAT,5,3.8,38.9,224,12,False,True,True,False,True,NORMAL,NORMAL,NORMAL,2,0.33,WATCH,"설사, 피부 징후"
CAT,1,7.9,40.1,239,56,False,False,False,False,True,DECREASED,NORMAL,NORMAL,0,0.74,CAUTION,"미열, 호흡 급증"
DOG,9,29.4,39.4,165,35,False,False,False,True,False,NORMAL,NORMAL,NORMAL,7,0.61,CAUTION,"미열, 빈맥"
DOG,15,24.0,38.7,95,33,False,False,False,False,True,NORMAL,NORMAL,HIGH,5,0.12,NORMAL,이상 없음(정상)
DOG,3,4.3,38.7,105,21,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.07,NORMAL,이상 없음(정상)
DOG,7,29.9,40.3,136,34,False,False,False,True,False,DECREASED,INCREASED,HIGH,3,0.68,CAUTION,"고열, 구토"
CAT,3,7.8,38.3,180,37,True,False,False,False,False,NORMAL,NORMAL,NORMAL,6,0.16,NORMAL,이상 없음(정상)
CAT,1,6.1,40.3,283,49,False,True,False,True,False,NONE,DECREASED,LOW,3,1.0,DANGER,"미열, 빈맥"
CAT,3,6.2,39.4,267,53,False,False,False,False,False,DECREASED,NORMAL,LOW,0,0.64,CAUTION,"빈맥, 호흡 급증"
CAT,3,7.3,39.9,194,36,False,True,False,False,False,NORMAL,NORMAL,LOW,3,0.41,WATCH,"미열, 피부 징후"
DOG,14,10.8,40.4,180,65,False,True,True,True,False,DECREASED,DECREASED,NORMAL,7,1.0,DANGER,"고열, 빈맥"
DOG,8,27.5,39.0,95,14,True,False,False,True,False,DECREASED,NORMAL,NORMAL,6,0.47,WATCH,"구토, 피부 징후"
CAT,12,4.3,39.1,153,27,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,12,4.7,38.8,205,27,True,True,False,True,False,NORMAL,DECREASED,NORMAL,6,0.36,WATCH,"구토, 피부 징후"
CAT,12,5.7,39.3,220,38,False,True,False,False,False,NORMAL,DECREASED,NORMAL,0,0.3,WATCH,피부 징후
DOG,12,22.5,39.3,98,22,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.18,NORMAL,이상 없음(정상)
DOG,12,24.7,38.8,91,22,False,False,False,False,True,NORMAL,NORMAL,NORMAL,7,0.04,NORMAL,이상 없음(정상)
CAT,14,5.0,39.3,172,33,True,False,False,False,False,DECREASED,NORMAL,NORMAL,6,0.3,WATCH,"피부 징후, 식욕 감소"
CAT,10,3.8,40.2,255,34,False,False,False,False,False,DECREASED,NORMAL,NORMAL,4,0.47,WATCH,"미열, 빈맥"
CAT,4,3.4,41.0,300,38,False,True,False,False,True,NONE,INCREASED,LOW,4,1.0,DANGER,"고열, 빈맥"
CAT,6,6.1,39.9,225,31,False,True,False,False,False,DECREASED,NORMAL,NORMAL,4,0.48,WATCH,"미열, 피부 징후"
DOG,15,16.9,38.3,56,24,False,False,False,False,False,DECREASED,INCREASED,NORMAL,4,0.04,NORMAL,이상 없음(정상)
CAT,13,3.0,39.2,235,26,True,False,False,False,False,DECREASED,NORMAL,NORMAL,4,0.37,WATCH,"피부 징후, 식욕 감소"
CAT,15,4.3,40.4,275,31,False,False,False,True,False,DECREASED,NORMAL,NORMAL,6,0.69,CAUTION,"미열, 빈맥"
DOG,13,29.6,39.6,93,17,True,False,True,False,False,DECREASED,DECREASED,NORMAL,4,0.41,WATCH,"미열, 피부 징후"
CAT,13,6.0,40.2,234,52,True,True,False,False,False,DECREASED,DECREASED,NORMAL,4,0.71,CAUTION,"미열, 호흡 급증"
DOG,2,11.1,39.1,90,30,False,False,True,False,True,NONE,DECREASED,NORMAL,4,0.58,CAUTION,"설사, 피부 징후"
CAT,11,6.4,39.8,201,26,True,False,False,False,False,INCREASED,INCREASED,NORMAL,5,0.41,WATCH,"미열, 피부 징후"
DOG,1,17.4,39.1,172,25,False,False,False,True,False,NORMAL,NORMAL,LOW,3,0.48,WATCH,"빈맥, 구토"
DOG,7,18.0,39.1,111,43,False,False,False,False,True,NONE,DECREASED,NORMAL,3,0.61,CAUTION,"호흡 급증, 설사"
DOG,13,26.7,38.3,101,27,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,3,5.3,39.1,221,24,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,13,7.9,38.4,154,25,False,False,False,False,False,DECREASED,NORMAL,LOW,0,0.24,NORMAL,이상 없음(정상)
DOG,7,20.8,39.3,178,19,False,False,False,False,False,NORMAL,NORMAL,LOW,5,0.45,WATCH,"미열, 빈맥"
DOG,13,28.6,41.2,179,47,True,True,False,False,True,DECREASED,DECREASED,LOW,4,1.0,DANGER,"고열, 빈맥"
DOG,8,13.7,38.5,178,23,False,False,False,True,True,NORMAL,NORMAL,NORMAL,1,0.37,WATCH,"빈맥, 소화기 이상(구토 및 설사)"
CAT,5,7.2,39.0,156,11,False,False,False,True,False,NORMAL,NORMAL,NORMAL,2,0.02,NORMAL,이상 없음(정상)
DOG,8,13.6,38.9,97,30,False,True,True,True,False,NORMAL,NORMAL,NORMAL,5,0.36,WATCH,"구토, 피부 징후"
DOG,8,8.7,39.3,140,58,False,False,False,True,False,DECREASED,NORMAL,LOW,1,0.7,CAUTION,"미열, 호흡 급증"
DOG,10,22.2,39.9,188,48,True,True,False,False,False,NORMAL,DECREASED,LOW,2,0.88,DANGER,"미열, 빈맥"
DOG,12,27.5,40.4,174,42,False,True,True,True,True,NONE,DECREASED,LOW,4,1.0,DANGER,"고열, 빈맥"
CAT,11,3.9,40.5,296,45,True,True,False,True,False,DECREASED,DECREASED,LOW,6,1.0,DANGER,"고열, 빈맥"
DOG,6,17.5,39.5,153,51,True,True,True,False,True,NORMAL,DECREASED,LOW,0,0.77,DANGER,"미열, 호흡 급증"
CAT,5,6.7,38.6,164,17,False,False,False,False,False,NORMAL,NORMAL,HIGH,6,0.0,NORMAL,이상 없음(정상)
DOG,9,24.7,38.9,143,28,True,False,False,False,False,DECREASED,DECREASED,NORMAL,1,0.35,WATCH,"피부 징후, 식욕 감소"
DOG,14,19.9,40.5,154,44,False,False,False,True,True,DECREASED,DECREASED,NORMAL,5,1.0,DANGER,"고열, 호흡 급증"
DOG,14,23.8,39.6,150,54,False,False,False,False,True,NONE,DECREASED,LOW,6,0.94,DANGER,"미열, 호흡 급증"
DOG,8,21.1,38.9,160,22,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.14,NORMAL,이상 없음(정상)
CAT,4,2.4,39.2,236,31,True,False,False,True,True,INCREASED,NORMAL,NORMAL,7,0.42,WATCH,"소화기 이상(구토 및 설사), 피부 징후"
DOG,11,24.6,40.1,145,54,True,False,False,True,False,DECREASED,DECREASED,LOW,3,1.0,DANGER,"고열, 호흡 급증"
CAT,1,6.4,39.5,275,44,False,False,False,False,False,DECREASED,DECREASED,LOW,1,0.53,CAUTION,"빈맥, 호흡 급증"
CAT,11,5.5,40.6,288,65,True,False,True,True,False,DECREASED,NORMAL,HIGH,5,1.0,DANGER,"고열, 빈맥"
DOG,15,28.8,37.7,114,23,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.12,NORMAL,이상 없음(정상)
DOG,13,12.8,38.7,110,24,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,2,5.3,38.4,167,18,True,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.08,NORMAL,이상 없음(정상)
CAT,6,7.8,38.8,146,30,True,False,False,False,False,DECREASED,INCREASED,LOW,1,0.43,WATCH,"피부 징후, 식욕 감소"
DOG,4,28.6,38.4,139,20,True,False,False,False,False,NORMAL,DECREASED,LOW,6,0.23,NORMAL,이상 없음(정상)
CAT,9,3.0,38.2,224,27,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.06,NORMAL,이상 없음(정상)
DOG,4,2.7,40.3,174,34,False,True,False,True,False,DECREASED,NORMAL,LOW,1,1.0,DANGER,"고열, 빈맥"
